,Filename,Date,Entity name,Order type,Text
drive the majority of the firm's largest businesses, from winning financing deals and advisory
business to obtaining orders in the secondary market."" The presentation also states: ""the
12
Research Alignment process was developed with the goal of quantifying, at the individual
company, industry and sector levels, the available revenue opportunities to Goldman Sachs
13
on both the Equities (trading) and IBD (equity issuance, high yield issuance and M&A) sides
of the business."" On the investment banking side, this assistance included, among other
14
things, identifying potential investment banking opportunities, assisting in pitching
investment banking business, and assisting in selling securities being underwritten by
Goldman Sachs.
15
27.
Analysts assisted investment banking at the firm by using their knowledge of particular
16
industry sectors and companies within those sectors to identify potential investment banking
opportunities.
17
28.
An analyst wrote to an investment banker, wanting to ""harmonize with you strategically"" to
18
pursue an investment banking opportunity with one of the companies in the technology
sector that the Research Division wanted to cover. The analyst suggested offering research
19
coverage of the issuer to be in a position to obtain investment banking business.
20
29.
A widely distributed 2001 e-mail discussed ""an Internal Use Only report for Investment
Banking in the Americas highlighting Research views on potential investment banking
21
activity in each sector."" The ""report will provide our bankers with a record of our ideas, and
credit when our prescience leads to a transaction.""
22
30.
In October 1999, an analyst sent an e-mail thanking equity salespeople and private wealth
23
management representatives at Goldman Sachs for arranging investors for a non-deal
roadshow for company management to present a potential share repurchase to potential
investors. The day after the roadshow was completed, the company awarded Goldman
24
Sachs a mandate to repurchase 5% of the company's outstanding stock. The analyst told
the salespeople and private wealth management representatives: ""your efforts have already
25
borne positive fruit"" because ""Goldman Sachs received the mandate for [this share
repurchase] as a direct reward for the work you all did.""
1
2
Assistance in making pitches.
3
31.
In an April 20, 2000 e-mail, an investment banker told two analysts at the firm that in
preparation for an investment banking pitch to a potential issuer [Loudcloud], that the
4
company suggested that the analysts ""come prepared to SELL."" The banker proposed that
part of the pitch include a draft research report on the potential issuer so that Goldman
5
Sachs could say ""we are so excited about the story that we have already begun writing the
report."" The analyst predicted to the investment bankers: ""WE WILL WIN THIS
MANDATE!!!""
6
32.
Frank Governali was credited by a Goldman Sachs banker as the determining factor in
7
winning an early 2000 IPO for a foreign issuer: ""Frank was fully involved in pitching this and
thanks to him, we received a sole-book mandate with Joint lead of [another investment
8
bank]."" Moreover, the banker told other analysts ""your input will be critical to the success of
this IPO.""
9
Assistance in explaining and marketing IPOs to institutional investor clients
10
33.
Analysts often assisted in marketing the securities to be sold in an IPO. One issuer's ""Lead
11
Banker Selection Criteria"" stated: ""Need to understand commitment of senior analysts that
they will be the 'lead' research analyst on the deal and in the aftermarket."" This
12
""commitment"" was understood to include the following with respect to analysts:
13
a.
""Spending time personally with the CFO to refine the financial model and define
appropriate IPO and ongoing business metrics.""
14
b.
Assisting with the roadshow presentation.
15
c.
""They personally will pro-actively market [the issuer] to the institutional community
and be available on a regular basis to respond to institutional investor questions.'
16
34.
A March 2001 pitchbook stated: ""Leverage the role of research in marketing the [issuer's)
17
story.'
18
35.
An analyst commented about an issuer: ""I have been out aggressively telling the story, and
the volume has picked up noticeably."" The issuer's stock had moved from $50 on August 2,
19
2000 to over $60 on August 25, 2000, the day of this e-mail.
20
36.
Responding to complaints by a potential issuer about a downgrade of the sector, an analyst
told the potential issuer: ""Both [analyst] and I continue to view the [potential issuer] offering
21
in these difficult markets [as] our highest priority, and remain committed to doing everything
we can to get us to a successful outcome over the coming days and beyond.
We
22
continue to use every opportunity including client discussions of the macro environment to
highlight [potential issuer's) short and long-term differentiation against a lot of the public
23
models."" The analyst closed by saying: ""Again, I want to stress that both [analyst] and I
remain committed to the short and long-term success of [potential issuer].""
24
The time and effort expended by analysts to assist investment banking efforts
varied
25
37.
In self-reported time estimates for 2000, one analyst estimated he spent 40% of his time on
1
investment banking-related activities while another analyst estimated his investment
banking-related activities consumed 55% of his time.
2
38.
Business plans prepared by analysts included an estimate of how much of the analyst's time
3
not devoted to Research would be devoted to each of four divisions of the firm, including -
Investment Banking and Equities. In 1999, different analysts estimated they would spend
between 5% and 75% of their non-Research time on Investment Banking, which included all
4
merger and acquisition and financing activities (dividing 100% of their non-Research time
among the four divisions listed in the question).
5
Research alignment effectiveness
6
39.
Goldman Sachs's ""Global Investment Research IBD Alignment Process"" was summarized
7
as follows in 2000: ""US Investment Research appears to be on the right track with our IBD
alignment initiative.""
8
a.
""[R]esearch analysts, on 429 different occasions, solicited 328 transactions in the
9
first 5 1/2 months of this fiscal year.""
10
b.
""Research was involved in 82% of all 'won business' solicitations.""
11
C.
""Research was involved in 49% of 'lost business' solicitations.""
